date,nov_load,ev_load,cov_load,orig_data
2022-01-09,1695458080974037,459532895452019.2,136261877112455.48,TRUE
2022-01-10,1369990622783367.8,331661648944509.44,115104965631417.5,NA
2022-01-11,1044523164592698.5,203790402436999.7,93948054150379.52,TRUE
2022-01-12,1187930442201248,252691699103169.6,115570876276576.9,NA
2022-01-13,1331337719809797.8,301592995769339.5,137193698402774.31,TRUE
2022-01-14,1140814253956063.8,373980320846869.7,119767297884635.97,NA
2022-01-15,950290788102329.75,446367645924399.9,102340897366497.62,TRUE
2022-01-16,1001662954800540,349354375910510,95694156656846.56,NA
2022-01-17,1053035121498750.4,252341105896620.12,89047415947195.48,TRUE
2022-01-18,1084065613749375.2,280366355948310.1,88608354460695.16,NA
2022-01-19,1115096106e6,308391606000000.06,88169292974194.81,TRUE
2022-01-20,1338474478080900,400578534326007.56,91023382376798,NA
2022-01-21,1561852850161800.2,492765462652015.06,93877471779401.2,TRUE
2022-01-22,1221447916427100.8,374702312456847.75,87975739855793.31,NA
2022-01-23,881042982692401.4,256639162261680.4,82074007932185.44,TRUE
2022-01-24,1054621699021550,267632112629155.03,105257555578787.22,NA
2022-01-25,1228200415350698.5,278625062996629.66,128441103225388.98,TRUE
2022-01-26,1206410635599949,277411459913779.8,119077077184269.56,NA
2022-01-27,1184620855849199.8,276197856830929.94,109713051143150.16,TRUE
2022-01-28,1205180117000700,255363905432514.94,108161883764576.81,NA
2022-01-29,1225739378152200,234529954034099.97,106610716386003.48,TRUE
2022-01-30,1302607694474025,249100474750837.5,122225652511226.28,NA
2022-01-31,1379476010795849.8,263670995467575,137840588636449.1,TRUE
2022-02-01,934239361104974.75,162415681620930,105953098253677.61,NA
2022-02-02,489002711414099.6,61160367774284.96,74065607870906.125,TRUE
2022-02-03,665159235756021.5,174742932391614.72,73998614674602.67,NA
2022-02-04,841315760097943.5,288325497008944.5,73931621478299.22,TRUE
2022-02-05,774409747416509.25,318343734207392.25,75851677450057.64,NA
2022-02-06,707503734735075.1,348361971405840,77771733421816.06,TRUE
2022-02-07,972046379615911.5,310796904971319.75,90090738748107.53,NA
2022-02-08,1236589024496748,273231838536799.56,102409744074399,TRUE
2022-02-09,1185649999580874.5,449624016471400,92029809067161,NA
2022-02-10,1134710974665001,626016194406000.4,81649874059923.02,TRUE
2022-02-11,1126606838359700.5,564882182169400.25,83721321138136.16,NA
2022-02-12,1118502702054400.2,503748169932800.06,85792768216349.28,TRUE
2022-02-13,956231421269199.25,359459717869999.8,95082358737222.78,NA
2022-02-14,793960140483998.4,215171265807199.56,104371949258096.28,TRUE
2022-02-15,948488936709499.25,234503885674599.75,113661539778969.78,NA
2022-02-16,1103017732935e3,253836505541999.94,122951130299843.28,TRUE
2022-02-17,1034325321991412.4,293294711813212.4,109376011188977.3,NA
2022-02-18,965632911047824.75,332752918084424.8,95800892078111.31,TRUE
2022-02-19,889603463317711.75,246448303465732.3,97521307466695.6,NA
2022-02-20,813574015587598.6,160143688847039.78,99241722855279.875,TRUE
2022-02-21,882265922250418,153543760768295.06,97939635885118.69,NA
2022-02-22,950957828913237.4,146943832689550.38,96637548914957.48,TRUE
2022-02-23,944341123963393.1,254268969091917.44,113421940434216.6,NA
2022-02-24,937724419013548.9,361594105494284.5,130206331953475.72,TRUE
2022-02-25,1503883849772347.5,458848862060606.7,124389419655803.08,NA
2022-02-26,2070043280531145.8,556103618626928.9,118572507358130.44,TRUE
2022-02-27,1732443545406873,525880636372592,116620045145778.81,NA
2022-02-28,1394843810282600,495657654118255.06,114667582933427.2,TRUE
2022-03-01,1408721420666500.5,355400636595647.56,149917970341758.97,NA
2022-03-02,1422599031050400.8,215143619073040.06,185168357750090.72,TRUE
2022-03-03,1106895979693170.9,224298661501490.2,200456945732221.62,NA
2022-03-04,791192928335941,233453703929940.3,215745533714352.5,TRUE
2022-03-05,1336777153648170.5,242384043929170.12,216846412497325.44,NA
2022-03-06,1882361378960399.8,251314383928399.94,217947291280298.4,TRUE
2022-03-07,1681161699881425,281324580378087.5,217714571106360.38,NA
2022-03-08,1479962020802450.5,311334776827775.06,217481850932422.3,TRUE
2022-03-09,3166710038397022,350287506385337.25,258646549509595.78,NA
2022-03-10,4853458055991593,389240235942899.4,299811248086769.25,TRUE
2022-03-11,3149545865221671.5,433246789761949.75,297190961056727.25,NA
2022-03-12,1445633674451750,477253343581000.06,294570674026685.25,TRUE
2022-03-13,1495873244330874.5,421715610592437.5,317478448922839.5,NA
2022-03-14,1546112814209999.2,366177877603874.94,340386223818993.8,TRUE
2022-03-15,1538498598664849.5,317950583684692.4,391551517937665.1,NA
2022-03-16,1530884383119699.5,269723289765509.88,442716812056336.5,TRUE
2022-03-17,1734776938120974.2,390023761178554.9,429755557947098,NA
2022-03-18,1938669493122249,510324232591599.8,416794303837859.5,TRUE
2022-03-19,1337574410401697,344901356212924.9,308655875166742.8,NA
2022-03-20,736479327681144.75,179478479834249.94,200517446495626.16,TRUE
2022-03-21,1214297948481773,318727192039405.1,253417987717338.7,NA
2022-03-22,1692116569282401,457975904244560.3,306318528939051.2,TRUE
2022-03-23,1495382079620275.5,535564859860457.6,285029435661109.44,NA
2022-03-24,1298647589958150.2,613153815476355,263740342383167.7,TRUE
2022-03-25,1182262516091399,453402839057139.6,226228738984734.06,NA
2022-03-26,1065877442224647.5,293651862637924.3,188717135586300.4,TRUE
2022-03-27,1554719184658348.8,470315286486167.25,204282368046133.75,NA
2022-03-28,2043560927092050,646978710334410.1,219847600505967.1,TRUE
2022-03-29,1470306725007404.8,397399513659288,149422588764613.12,NA
2022-03-30,897052522922759.5,147820316984165.9,78997577023259.125,TRUE
2022-03-31,1476145244992338.8,208330875451791.7,110367517361466.22,NA
2022-04-01,2055237967061918,268841433919417.44,141737457699673.3,TRUE
2022-04-02,1547920011111289,219184333298918.7,114568779076207.83,NA
2022-04-03,1040602055160659.8,169527232678419.97,87400100452742.34,TRUE
2022-04-04,1540763587987229.5,256136379015064.94,128492883170606.23,NA
2022-04-05,2040925120813799.2,342745525351709.9,169585665888470.12,TRUE
2022-04-06,2105936392339898.5,452902511018654.6,159859372532610.8,NA
2022-04-07,2170947663865997.8,563059496685599.4,150133079176751.53,TRUE
2022-04-08,1450249742397893.2,384267163503782.25,105663644521503.75,NA
2022-04-09,729551820929788.6,205474830321965.16,61194209866255.984,TRUE
2022-04-10,1181113945817770.2,275937353384005.3,99650805612084.64,NA
2022-04-11,1632676070705752,346399876446045.44,138107401357913.3,TRUE
2022-04-12,1399035185067625,274997009636957.56,116195071928131.5,NA
2022-04-13,1165394299429498.2,203594142827869.66,94282742498349.72,TRUE
2022-04-14,1176414433338550,167108101394494.94,91054553568319.03,NA
2022-04-15,1187434567247602,130622059961120.22,87826364638288.33,TRUE
2022-04-16,1041574324825301,175964966186590.12,76338375262446.56,NA
2022-04-17,895714082403000.1,221307872412060.03,64850385886604.81,TRUE
2022-04-18,1448179682190598.2,256389055551202.25,75884443931207.16,NA
2022-04-19,2000645281978196.5,291470238690344.5,86918501975809.48,TRUE
2022-04-20,1815582395148498,309678658598512.25,86569277375654.9,NA
2022-04-21,1630519508318799.5,327887078506679.94,86220052775500.34,TRUE
2022-04-22,1472432207065601,312280823014380.25,79921329047841.44,NA
2022-04-23,1314344905812402.5,296674567522080.56,73622605320182.53,TRUE
2022-04-24,1730625921741201.5,345706342008202.75,76641233360511.28,NA
2022-04-25,2146906937670000.2,394738116494325,79659861400840.03,TRUE
2022-04-26,1932973251344624.2,394585733263124.8,78900589990448.875,NA
2022-04-27,1719039565019248.2,394433350031924.6,78141318580057.72,TRUE
2022-04-28,1525505163887175,304965714957134.94,69045645786347.71,NA
2022-04-29,1331970762755101.8,215498079882345.28,59949972992637.7,TRUE
2022-04-30,1465440603362549.5,255228072074297.44,57427429938176,NA
2022-05-01,1598910443969997.2,294958064266249.56,54904886883714.3,TRUE
2022-05-02,2310523343865524,411291119883894.9,74670605063344.77,NA
2022-05-03,3022136243761051,527624175501540.25,94436323242975.23,TRUE
2022-05-04,1858590893737999.5,412354950173399.9,54783376213349.62,TRUE
2022-05-05,2012474452447999.8,444520092290719.9,62137783855638.08,TRUE
2022-05-06,1824220062226502.5,501084810686177.4,57707598350322.36,NA
2022-05-07,1635965672005005,557649529081634.94,53277412845006.64,TRUE
2022-05-08,1897226589440352.2,499509683477117.4,48073817704878.31,NA
2022-05-09,2158487506875699.5,441369837872599.9,42870222564749.99,TRUE
2022-05-10,2009847310228723.5,462869919808749.6,43462885066443.92,NA
2022-05-11,1861207113581747.8,484370001744899.44,44055547568137.86,TRUE
2022-05-12,1607924026798874,432080211047399.75,41591648508174.45,NA
2022-05-13,1354640940016e3,379790420349900.06,39127749448211.05,TRUE
2022-05-14,1435804636404875,385913511139200,34174493504064.945,NA
2022-05-15,1516968332793749.8,392036601928499.94,29221237559918.84,TRUE
2022-05-16,1848046419268124,416167601196712.25,38267393658474.625,NA
2022-05-17,2179124505742498.2,440298600464924.56,47313549757030.41,TRUE
2022-05-18,1868225786098349.8,508314361142797.5,41066214885656.92,NA
2022-05-19,1557327066454201.2,576330121820670.4,34818880014283.44,TRUE
2022-05-20,1678184766031249.5,654828914543294.75,32867289969586.453,NA
2022-05-21,1799042465608297.5,733327707265919,30915699924889.46,TRUE
2022-05-22,1565039909149648,748933650075059.1,28304894661878.082,NA
2022-05-23,1331037352690998.8,764539592884199.25,25694089398866.703,TRUE
2022-05-24,1298161467759700.2,734497273594350,28110256741754.703,NA
2022-05-25,1265285582828401.8,704454954304500.9,30526424084642.7,TRUE
2022-05-26,1356025272566825.8,647341526249687.9,36037405779109.84,NA
2022-05-27,1446764962305249.8,590228098194874.9,41548387473576.984,TRUE
2022-05-28,1098358485790080.4,439717149752762.6,32389092317111.766,NA
2022-05-29,749952009274911,289206201310650.4,23229797160646.55,TRUE
2022-05-30,1227660051606956.5,496207134449415.7,44141811458187.875,NA
2022-05-31,1705368093939002.2,703208067588181,65053825755729.19,TRUE
2022-06-01,1593488513403350.5,532459772258190.4,59775344717845.32,NA
2022-06-02,1481608932867699,361711476928199.7,54496863679961.45,TRUE
2022-06-03,1374435590857175,363836164071817.44,68225868858861.2,NA
2022-06-04,1267262248846650.8,365960851215435.2,81954874037760.95,TRUE
2022-06-05,1314774548982850.5,368382455443692.6,73334460396237.47,NA
2022-06-06,1362286849119050,370804059671950,64714046754713.97,TRUE
2022-06-07,1297329951887505.2,468815825977255.1,75049557509673.97,NA
2022-06-08,1232373054655960.5,566827592282560.25,85385068264633.97,TRUE
2022-06-09,1250500558173231.8,588827933419490.75,85466105731379.1,NA
2022-06-10,1268628061690503,610828274556421.4,85547143198124.23,TRUE
2022-06-11,1345011339104001,573113950515060.5,79498440958998.375,NA
2022-06-12,1421394616517499.2,535399626473699.7,73449738719872.53,TRUE
2022-06-13,1696406431799751.8,652958077771500.75,90468683640160.45,NA
2022-06-14,1971418247082004.2,770516529069301.75,107487628560448.38,TRUE
2022-06-15,1852547497472403.5,764082232576651.5,124599519690915,NA
2022-06-16,1733676747862803,757647936084001.1,141711410821381.62,TRUE
2022-06-17,1604701429931401.5,907152300042000.5,141181387354413.53,NA
2022-06-18,1475726111999999.8,1056656664e6,140651363887445.42,TRUE
2022-06-19,1646066986182750.5,924181206899600.25,129949228979761.88,NA
2022-06-20,1816407860365501,791705749799200.5,119247094072078.31,TRUE
2022-06-21,1694930462141250.8,719143728032360.5,125455618298338.98,NA
2022-06-22,1573453063917000.5,646581706265520.4,131664142524599.66,TRUE
2022-06-23,1289327142061410.2,756279759188895.25,126406692155606.6,NA
2022-06-24,1005201220205820,865977812112270.1,121149241786613.52,TRUE
2022-06-25,894335895721410.25,790757271339360.4,113949094568905.72,NA
2022-06-26,783470571237000.6,715536730566450.6,106748947351197.92,TRUE
2022-06-27,1347027327696901.5,1234048846359226.5,155857047277906,NA
2022-06-28,1910584084156802.5,1752560962152002.2,204965147204614.1,TRUE
2022-06-29,1730318655522402,1323172582409476.5,191427178646014.75,NA
2022-06-30,1550053226888001.8,893784202666950.9,177889210087415.38,TRUE
2022-07-01,1260234322130485.8,752148103532445.5,176845670153711.38,NA
2022-07-02,970415417372969.9,610512004397940.1,175802130220007.4,TRUE
2022-07-03,1284180137073709.8,854691163134545,209613697465056.12,NA
2022-07-04,1597944856774449.5,1098870321871149.9,243425264710104.84,TRUE
2022-07-05,1447342236427525.5,771025359362937.75,304437459517559.3,NA
2022-07-06,1296739616080601.8,443180396854725.5,365449654325013.75,TRUE
2022-07-07,1179513134868900.5,476409065684862.56,265100682903453.62,NA
2022-07-08,1062286653657199.4,509637734514999.6,164751711481893.47,TRUE
2022-07-09,803742579205726.75,349994229291147.2,172599739679604.22,NA
2022-07-10,545198504754254.2,190350724067294.75,180447767877314.97,TRUE
2022-07-11,1160086551297499.8,511737666176346.3,199940376055597.2,NA
2022-07-12,1774974597840745.2,833124608285397.9,219432984233879.38,TRUE
2022-07-13,1670898150126148,783328403656506.75,211285340002158.94,NA
2022-07-14,1566821702411551,733532199027615.5,203137695770438.53,TRUE
2022-07-15,1393903573062375.2,568411904642047.75,194990051538718.12,NA
2022-07-16,1220985443713199.5,403291610256479.9,186842407306997.7,TRUE
2022-07-17,1364494121133674,444165817513809.6,178694763075277.25,NA
2022-07-18,1508002798554148.2,485040024771139.44,170547118843556.84,TRUE
2022-07-19,2023869544443876.5,577846493977870.4,162399474611836.44,NA
2022-07-20,2539736290333604.5,670652963184601.25,154251830380116,TRUE
2022-07-21,2223730932840302,614049171800190.5,146104186148395.56,NA
2022-07-22,1907725575346999.5,557445380415779.8,137956541916675.16,TRUE
2022-07-23,1664313284717799.5,473052373500989.75,129808897684954.72,NA
2022-07-24,1420900994088599.5,388659366586199.75,121661253453234.31,TRUE
2022-07-25,1329632379267899.5,424132324736099.75,113513609221513.88,NA
2022-07-26,1238363764447199.8,459605282885999.8,105365964989793.47,TRUE
2022-07-27,1197534660922100,395049062255850,97218320758073.03,NA
2022-07-28,1156705557397000.5,330492841625700.1,89070676526352.625,TRUE
2022-07-29,1425926882039300,419819636937015,80923032294632.19,NA
2022-07-30,1695148206681599.2,509146432248329.9,72775388062911.78,TRUE
2022-07-31,1553082845354700,405279022337220,64627743831191.34,NA
2022-08-01,1411017484027800.5,301411612426110.1,56480099599470.94,NA
2022-08-02,1268952122700901.2,197544202515000.22,48332455367750.5,TRUE
2022-08-03,1406155550629501.5,282649836671235.3,61397969131417.28,NA
2022-08-04,1543358978558101.5,367755470827470.4,74463482895084.06,TRUE
2022-08-05,1095849525606166,226996247253600.25,63747099830658.31,NA
2022-08-06,648340072654230.6,86237023679730.1,53030716766232.57,TRUE
2022-08-07,815516343673515.75,109421529629445.12,62012053379036.97,NA
2022-08-08,982692614692801,132606035579160.14,70993389991841.375,TRUE
2022-08-09,889128496956151,145679870072880.16,51137032300969.836,NA
2022-08-10,795564379219500.9,158753704566600.16,31280674610098.297,TRUE
2022-08-11,1001728692389701,188780423348880.2,30836341002163.453,NA
2022-08-12,1207893005559901.2,218807142131160.22,30392007394228.613,TRUE
2022-08-13,990773968432051,170857776611610.16,29947673786293.773,NA
2022-08-14,773654931304200.9,122908411092060.11,29503340178358.93,TRUE
2022-08-15,1236267536466601.2,231934852316475.25,53695296576689.39,NA
2022-08-16,1698880141629001.8,340961293540890.4,77887252975019.84,TRUE
2022-08-17,1185426842164786.2,210815581211235.22,73843769756922.19,NA
2022-08-18,671973542700570.6,80669868881580.08,69800286538824.52,TRUE
2022-08-19,685783678312755.75,94192667471925.1,76704896263004.625,NA
2022-08-20,699593813924940.75,107715466062270.1,83609505987184.72,TRUE
2022-08-21,1219350569305771,279399336611670.34,68642613098164.39,NA
2022-08-22,1739107324686601.5,451083207161070.56,53675720209144.06,TRUE
2022-08-23,1706243152813651.5,482905782329850.5,53057198107956.73,NA
2022-08-24,1673378980940701.5,514728357498630.44,52438676006769.39,TRUE
2022-08-25,1571913095103451.5,471124964434410.44,46229392404588.195,NA
2022-08-26,1470447209266201.2,427521571370190.44,40020108802407,TRUE
2022-08-27,1539048923230501.5,505461738544290.5,46214972085312.34,NA
2022-08-28,1607650637194801.5,583401905718390.6,52409835368217.69,TRUE
2022-08-29,1848474978624452,539421382813005.56,59985952561677.375,NA
2022-08-30,2089299320054102.2,495440859907620.5,67562069755137.07,TRUE
2022-08-31,1844583956453702,396010277975070.4,65679544398976.37,NA
2022-09-01,1599868592853301.5,296579696042520.3,63797019042815.66,NA
2022-09-02,1355153229252901.2,197149114109970.2,61914493686654.95,TRUE
2022-09-03,1297326653607601.2,231126716942550.2,49530498805637.45,NA
2022-09-04,1239500077962301.2,265104319775130.22,37146503924619.95,TRUE
2022-09-05,1167486236863651,266235709298625.25,46787252746206.83,NA
2022-09-06,1095472395765000.9,267367098822120.28,56428001567793.71,TRUE
2022-09-07,820436990172525.6,215161553666565.22,54323485927411.43,NA
2022-09-08,545401584580050.44,162956008511010.16,52218970287029.15,TRUE
2022-09-09,797629614063975.75,208714429239030.2,41417709726427.35,NA
2022-09-10,1049857643547901.1,254472849967050.22,30616449165825.55,TRUE
2022-09-11,1348688146261501.5,216975368616930.2,35723186696168.36,NA
2022-09-12,1647518648975101.8,179477887266810.2,40829924226511.17,TRUE
2022-09-13,1271107150364701.2,125785373023233.12,49625032398682.875,NA
2022-09-14,894695651754300.9,72092858779656.08,58420140570854.586,TRUE
2022-09-15,790033141549080.75,69016556789581.58,55504326525937.375,NA
2022-09-16,685370631343860.6,65940254799507.07,52588512481020.16,TRUE
2022-09-17,712272560013630.6,99991487743933.61,78032178475371.19,NA
2022-09-18,739174488683400.6,134042720688360.14,103475844469722.22,TRUE
2022-09-19,1296428725414351.2,225900774857835.2,86873495726370.48,NA
2022-09-20,1853682962145301.8,317758829027310.25,70271146983018.74,TRUE
2022-09-21,1440276821973001.2,233946211469355.2,72535681922506.8,NA
2022-09-22,1026870681800700.9,150133593911400.12,74800216861994.84,TRUE
2022-09-23,911217530510100.9,111590924144337.1,79058148695179.64,NA
2022-09-24,795564379219500.9,73048254377274.08,83316080528364.44,TRUE
2022-09-25,837048661747650.9,92339343681057.1,95526774490605.25,NA
2022-09-26,878532944275800.9,111630432984840.11,107737468452846.05,TRUE
2022-09-27,511837028716365.5,68134791303810.06,75190045359831.03,NA
2022-09-28,145141113156930.12,24639149622780.023,42642622266816,TRUE
2022-09-29,387653559589890.4,25326962618809.523,59627612585818.78,NA
2022-09-30,630166006022850.6,26014775614839.027,76612602904821.56,TRUE
2022-10-01,470298870496620.5,19917843182671.52,83710351178064.1,NA
2022-10-02,310431734970390.3,13820910750504.014,90808099451306.64,TRUE
2022-10-03,380829305321190.4,23672978886843.023,92933317186807.875,NA
2022-10-04,451226875671990.44,33525047023182.035,95058534922309.125,TRUE
2022-10-05,534913783282890.5,40692309861703.54,109918349369756.12,NA
2022-10-06,618600690893790.5,47859572700225.05,124778163817203.14,TRUE
2022-10-07,629052575063220.5,47864960269384.55,115629373464186.4,NA
2022-10-08,639504459232650.6,47870347838544.05,106480583111169.66,TRUE
2022-10-09,778593536367075.75,69580455694942.57,107901670932859.28,NA
2022-10-10,917682613501500.9,91290563551341.1,109322758754548.9,TRUE
