date,nov_load,ev_load,cov_load,orig_data
2021-10-11,1183504021594331.8,181752070887964.12,9374749768373.113,TRUE
2021-10-12,1188839269241619,176579552910399.88,9382474337246.537,TRUE
2021-10-13,1212513935648097,169631781361844.53,9218675320505.512,TRUE
2021-10-14,1246501946340667,165022015878442.72,9840669715413.117,TRUE
2021-10-15,1274232329431826,159922277442712.44,10055925413823.156,TRUE
2021-10-16,1245296902154272.5,154074245230239.78,10093014397425.934,TRUE
2021-10-17,1305455826611749,159393674901198.5,10374433349513.928,TRUE
2021-10-18,1345091202391576.2,161425937452030.56,10912707339622.86,TRUE
2021-10-19,1370895986006854.8,160806823197033.12,11661017802924.125,TRUE
2021-10-20,1391835045983551.2,158715653808648.34,12152496724246.99,TRUE
2021-10-21,1413947524771440.5,160103613893159.06,12333113223861.768,TRUE
2021-10-22,1425915679106518.2,154715568143681.97,12647777018387.414,TRUE
2021-10-23,1476573052140686.5,161883131732370.62,13016229859439.197,TRUE
2021-10-24,1522227692350520.5,164838171473755.9,13298726925031.682,TRUE
2021-10-25,1595380452599450.8,166382540670706.56,14309726114820.322,TRUE
2021-10-26,1618994608440733.8,160718857642994.7,14952479700115.635,TRUE
2021-10-27,1700451990153967.8,166607685967774.88,15528862185809.643,TRUE
2021-10-28,1781221893527216.5,163025723399620.53,16179052871893.572,TRUE
2021-10-29,1913932053684444.5,163025153338851.72,16691265777682.967,TRUE
2021-10-30,1977727436288695.8,158708316108178.75,16948704554718.365,TRUE
2021-10-31,2039323490023209,156134358882732.16,17514867156758.943,TRUE
2021-11-01,2096097321002888,157347913571853.5,18221177956970.24,TRUE
2021-11-02,2188336033990436.2,163004436457648.75,21126136310713.598,TRUE
2021-11-03,2274721896034944.5,167715294554883,22299819583681.836,TRUE
2021-11-04,2360505615455358.5,168334031895162.2,23344462365286.51,TRUE
2021-11-05,2400844994284898.5,165651033168628.53,24011750672814.188,TRUE
2021-11-06,2521931849231910.5,172509099995305.88,24957569792610.945,TRUE
2021-11-07,2515460576075547.5,167609420535170.3,25762711653512.316,TRUE
2021-11-08,2554302823340875,168383620347208.66,26839130181572.168,TRUE
2021-11-09,2583770413014150.5,170547859503563.03,28472695744277.332,TRUE
2021-11-10,2560341776234945,167662417422877.56,29301985139300.93,TRUE
2021-11-11,2601172768706740.5,170480072170634.53,31421143237334.32,TRUE
2021-11-12,2670949724020075.5,177425968787549.88,33600877080978.812,TRUE
2021-11-13,2711576565554221,179161021729778.16,35626500463294.53,TRUE
2021-11-14,2676706818715219,175861594525349.03,35983999423898.3,TRUE
2021-11-15,2711611703151978.5,177429823651422.56,38090480576850.36,TRUE
2021-11-16,2720143992408243.5,178709709417616.66,40327358312000.11,TRUE
2021-11-17,2732971529859591,172114657608010.3,42976432718289.445,TRUE
2021-11-18,2708557141032068,175201743770428.12,44983042074685.78,TRUE
2021-11-19,2669083096353923.5,180776239013786.4,46454576595875.9,TRUE
2021-11-20,2670608311281893,192819434927303.7,48312218312369.39,TRUE
2021-11-21,2670356312745150,195073079433269.4,50653016230385.61,TRUE
2021-11-22,2645901427794372.5,192598766602620.75,52632761573808.18,TRUE
2021-11-23,2546650254037426,181910951928501.25,52046098089654.81,TRUE
2021-11-24,2524322211763004,174740995476195.28,53798688727033.6,TRUE
2021-11-25,2577852270864566,172836213010071.1,55710634948267.695,TRUE
2021-11-26,2625690594175604,175299366234070.53,57765454075957.234,TRUE
2021-11-27,2584789531569204,171180061558917.2,58994870093494.49,TRUE
2021-11-28,2622997661660771.5,171667315586426.66,60403839549616.32,TRUE
2021-11-29,2653905019336814.5,171003455145463.97,61671936339272.625,TRUE
2021-11-30,2698913421310076,167965694198544.8,62000298440496.02,TRUE
2021-12-01,2799572273455368.5,173109270981187.5,63327434571892.55,TRUE
2021-12-02,2811225561414722,173139124747829.62,63759177192982.16,NA
2021-12-03,2795990875822326.5,166911714797026.06,64079909544544.59,TRUE
2021-12-04,2773480007013608,164201438744610.94,64083357206405.484,NA
