date,observed_incidence,CI_down_observed_incidence,CI_up_observed_incidence,smoothed_incidence,CI_down_smoothed_incidence,CI_up_smoothed_incidence,deconvolved_incidence,CI_down_deconvolved_incidence,CI_up_deconvolved_incidence,Re_estimate,CI_down_Re_estimate,CI_up_Re_estimate,Re_highHPD,Re_lowHPD,bootstrapped_CI_down_Re_estimate,bootstrapped_CI_up_Re_estimate,virus
2020-12-20,7.901660291860378,2.637694587774078,13.165625995946678,7.742684722077057,5.203459780027936,10.281909664126179,7.261084834235063,5.048719136529752,9.473450531940372,0.9558387753998542,0.5959168524640536,1.399420625903695,1.399420625903695,0.5959168524640536,0.8571439423485573,1.054533608451151,Enterovirus
2020-12-21,10.826978413951196,5.224321641942352,16.429635185960038,7.558286226039523,5.053393774956987,10.063178677122059,7.498154383207277,5.323980706972156,9.672328059442398,0.9863837143734997,0.6175445091982082,1.440195880801772,1.440195880801772,0.6175445091982082,0.8847694737391801,1.0879979550078192,Enterovirus
2020-12-22,8.941538060576427,2.9182452409035182,14.964830880249336,7.399393206507517,4.9606708617233615,9.838115551291672,7.709519280534274,5.535381308996545,9.883657252072004,1.0185158726365786,0.6420949553155141,1.480375486042346,1.480375486042346,0.6420949553155141,0.9139147537472281,1.1231169915259291,Enterovirus
2020-12-23,7.056097707201656,1.3425149888739103,12.769680425529401,7.243572778828524,4.902874634162609,9.584270923494438,7.917829575512289,5.703160670397494,10.132498480627083,1.0422723359445378,0.6619137645118457,1.5075916944895247,1.5075916944895247,0.6619137645118457,0.9340995011786113,1.1504451707104644,Enterovirus
2020-12-24,4.284329821720182,0,9.867387060711785,7.189446047269298,4.930437798374241,9.448454296164355,8.24653501137161,5.960282466694447,10.53278755604877,1.0609257835387598,0.6791497295755133,1.5264851558189305,1.5264851558189305,0.6791497295755133,0.9489688885854718,1.1728826784920479,Enterovirus
2020-12-25,1.5125619362387084,0,6.9960402015648215,7.298899764838939,5.095550948240504,9.502248581437374,8.581940887329603,6.211546045209602,10.952335729449604,1.0776419447805923,0.6959448456388526,1.5414559962980328,1.5414559962980328,0.6959448456388526,0.9636366791489892,1.1916472104121953,Enterovirus
2020-12-26,2.9415739173048325,0,8.422397936149174,7.494399519998445,5.335343716143574,9.653455323853315,8.7649962446434575,6.337174155378211,11.192818333908704,1.0863414978921482,0.7072521409502999,1.5454828238445097,1.5454828238445097,0.7072521409502999,0.9742520793034024,1.198430916480894,Enterovirus
2020-12-27,4.3705858983709565,0,10.148762210296502,7.671947794119906,5.523449908529264,9.820445679710549,8.862355016305926,6.406196709544549,11.318513323067304,1.081017978800414,0.7077431048118232,1.5320889593605618,1.5320889593605618,0.7077431048118232,0.9754179860316038,1.1866179715692242,Enterovirus
2020-12-28,6.686453667566068,0.5609228271506037,12.811984507981533,7.855259433896534,5.679388369447908,10.03113049834516,8.958649779087212,6.483280474592053,11.43401908358237,1.0669890908190809,0.7008859897357557,1.5087953355127606,1.5087953355127606,0.7008859897357557,0.969796119974863,1.1641820616632987,Enterovirus
2020-12-29,9.002321436761179,2.65455121044731,15.350091663075048,8.15836857577101,5.926765913761057,10.389971237780966,9.129096664179425,6.612518330758015,11.645674997600835,1.0572723309724656,0.6966902381274037,1.491858990490317,1.491858990490317,0.6966902381274037,0.9650815557128525,1.1494631062320788,Enterovirus
2020-12-30,7.497303633684491,0.583312834213098,14.411294433155884,8.472809901960009,6.17024039038005,10.775379413539968,9.307025562823698,6.756237259026462,11.857813866620933,1.0544170391370342,0.697418262062331,1.4840275039000557,1.4840275039000557,0.697418262062331,0.9639150544133042,1.1449190238607643,Enterovirus
2020-12-31,5.992285830607802,0,12.208989450135109,8.656181151828433,6.29862876601031,11.013733537646555,9.355052198128844,6.828760100672545,11.881344295585142,1.0507580000389483,0.69726784933299,1.4755799734446113,1.4755799734446113,0.69726784933299,0.9625157136371936,1.139000286440703,Enterovirus
2021-01-01,8.83430830482704,3.5262986678725143,14.142317941781567,8.771611047541334,6.378770694328044,11.164451400754626,9.23845196483562,6.7729985922926055,11.703905337378636,1.037305214004787,0.6889511972804742,1.4558029178866034,1.4558029178866034,0.6889511972804742,0.9530625921662846,1.121547835843289,Enterovirus
2021-01-02,11.67633077904628,5.902991560965218,17.44966999712734,8.882228311263766,6.46185593321313,11.302600689314403,9.060211272190708,6.6239964270871745,11.496426117294241,1.0150366017767325,0.6728082183892113,1.4265129315306093,1.4265129315306093,0.6728082183892113,0.9350472160765826,1.0950259874768824,Enterovirus
2021-01-03,14.518353253265522,8.518296789514533,20.51840971701651,9.05116166516077,6.586473211917203,11.515850118404337,8.84478670908896,6.429221196454026,11.260352221723892,0.9907554846368044,0.6539318458135194,1.396435878581571,1.396435878581571,0.6539318458135194,0.9141028525790077,1.067408116694601,Enterovirus
2021-01-04,17.360375727484758,8.902932185404913,25.817819269564602,9.221920626503394,6.720202523865506,11.723638729141282,8.452262995082068,6.1442902466903995,10.760235743473736,0.9646774268853985,0.632406393504267,1.3659839901013298,1.3659839901013298,0.632406393504267,0.8902658745600032,1.0390889792107938,Enterovirus
2021-01-05,14.06692795608626,3.794813410905679,24.339042501266842,9.277064495467906,6.7907067153837914,11.76342227555202,8.0017680843292,5.847660603906762,10.155875564751637,0.9367036212333956,0.6081511674561936,1.3350816190163026,1.3350816190163026,0.6081511674561936,0.8631820967062428,1.0102251457605484,Enterovirus
2021-01-06,10.773480184687763,0.40599283937074127,21.140967530004787,9.188296668577209,6.75231773990012,11.624275597254297,7.6856295240503485,5.653738025614119,9.717521022486578,0.9128521697916706,0.5859602533305308,1.311043793849919,1.311043793849919,0.5859602533305308,0.8376570753601896,0.9880472642231516,Enterovirus
2021-01-07,8.873329767949372,1.3905380090071828,16.35612152689156,9.048420436827385,6.635579166704011,11.461261706950758,7.467179109022661,5.540974774520203,9.393383443525119,0.9019142584880067,0.5729585967988902,1.3042975660338123,1.3042975660338123,0.5729585967988902,0.8235712726426555,0.9802572443333578,Enterovirus
2021-01-08,6.973179351210979,1.069052266885441,12.877306435536518,8.87543377865516,6.47857529696203,11.272292260348287,7.292489723582341,5.46679934644973,9.118180100714953,0.9044639786738063,0.5700409376180572,1.3148373162555147,1.3148373162555147,0.5700409376180572,0.8226276193669706,0.9863003379806421,Enterovirus
2021-01-09,6.650672787611298,1.1000623892628525,12.201283185959744,8.528832121744406,6.22997642736922,10.827687816119592,7.110763571056158,5.373834996818697,8.84769214529362,0.9111328211322095,0.5703931387655026,1.3303833842914519,1.3303833842914519,0.5703931387655026,0.8232700971214213,0.9989955451429977,Enterovirus
2021-01-10,6.328166224011618,1.6635584165949622,10.992774031428272,8.117113864135275,5.959938777300262,10.274288950970288,6.918018981666824,5.243446199618834,8.592591763714815,0.9159088748004844,0.5695542892937967,1.3432077596182113,1.3432077596182113,0.5695542892937967,0.819176909690175,1.0126408399107938,Enterovirus
2021-01-11,9.138641692163906,4.693786337636278,13.583497046691534,7.817151754861678,5.774004023922367,9.86029948580099,6.780122692312701,5.1264610045238115,8.43378438010159,0.9198789243732827,0.5683126637692735,1.3547310395208516,1.3547310395208516,0.5683126637692735,0.8135327032828917,1.0262251454636735,Enterovirus
2021-01-12,11.949117160316195,6.178500589324063,17.719733731308327,7.591002748098126,5.651607892674697,9.530397603521555,6.754544732051044,5.0649711375507875,8.444118326551301,0.9290518654924561,0.5713003460699619,1.3723766016881889,1.3723766016881889,0.5713003460699619,0.8154079517610784,1.0426957792238338,Enterovirus
2021-01-13,8.068168857842071,3.2086541631901717,12.92768355249397,7.400723798019136,5.5634915802931175,9.237956015745155,6.724455359072157,4.979397340679857,8.469513377464457,0.9428596294415236,0.5782866090690968,1.3951027420900775,1.3951027420900775,0.5782866090690968,0.8280789427041129,1.0576403161789343,Enterovirus
2021-01-14,4.18722055536795,0,9.512490752445252,7.208371858799225,5.4666553381156655,8.950088379482784,6.642051380798931,4.844486820855561,8.439615940742302,0.9549453624801996,0.5846002082522882,1.4146902221679998,1.4146902221679998,0.5846002082522882,0.8444169190087623,1.0654738059516369,Enterovirus
2021-01-15,3.124813703578633,0,7.875513926787127,7.010064695284686,5.344223940914702,8.67590544965467,6.678553745625384,4.811777796876835,8.545329694373933,0.9659052484081994,0.5906934737879104,1.4318836155214945,1.4318836155214945,0.5906934737879104,0.8596211907532519,1.0721893060631467,Enterovirus
2021-01-16,2.0624068517893166,0,6.049613784658629,6.865804570484962,5.2375944300915185,8.494014710878405,7.084967649861302,5.14559277980771,9.024342519914896,0.9945569064111759,0.6111968393466908,1.4697340583056906,1.4697340583056906,0.6111968393466908,0.890230036713857,1.0988837761084949,Enterovirus
2021-01-17,1,0,5.393930904805827,6.833475185819295,5.184651801203116,8.482298570435475,7.940705505115003,5.935334900941855,9.94607610928815,1.0605684493199021,0.6626179858763119,1.5506025673296702,1.5506025673296702,0.6626179858763119,0.9581522405263749,1.1629846581134293,Enterovirus
2021-01-18,3.2623113897687124,0,8.658516900416771,6.805101405127714,5.10971961264236,8.500483197613068,9.147885186343876,7.04761922000867,11.248151152679082,1.1600052717082883,0.7448650076153513,1.6656230606003455,1.6656230606003455,0.7448650076153513,1.0564976677101712,1.2635128757064054,Enterovirus
2021-01-19,5.524622779537425,0,12.044280428835602,6.735311036256977,4.993081517270556,8.477540555243397,10.590549309246816,8.3247368706908,12.856361747802833,1.2637766088748719,0.8378578259084398,1.7758340387512208,1.7758340387512208,0.8378578259084398,1.15298096772999,1.3745722500197537,Enterovirus
2021-01-20,8.909072588806541,2.6212771255449843,15.196868052068098,6.7758921966364305,4.97082484534326,8.580959547929602,12.162462710874312,9.639940490985417,14.684984930763207,1.3409600584076153,0.9168626392363801,1.844404220038672,1.844404220038672,0.9168626392363801,1.221166552203855,1.4607535646113756,Enterovirus
2021-01-21,12.293522398075657,6.908582126333401,17.678462669817915,7.1503723316087076,5.276546392234995,9.024198270982419,13.921331258958313,11.15439885832274,16.688263659593886,1.3851207480568828,0.9738069881980694,1.8677595936505287,1.8677595936505287,0.9738069881980694,1.2636683691617374,1.5065731269520282,Enterovirus
2021-01-22,10.838513109980266,4.998350611038839,16.678675608921694,7.9238750841202314,5.983717378378794,9.86403278986167,15.94717636614092,12.952752287446868,18.94160044483497,1.4069154649166244,1.0142843867484301,1.862785746095943,1.862785746095943,1.0142843867484301,1.2909038514449054,1.5229270783883435,Enterovirus
2021-01-23,9.383503821884872,3.8456311005217083,14.921376543248037,9.010582868006027,6.979399887712088,11.041765848299967,18.155785806871798,14.807197532899663,21.50437408084393,1.4155463375591797,1.0439413397879236,1.8428566493582288,1.8428566493582288,1.0439413397879236,1.3018696812962525,1.529222993822107,Enterovirus
2021-01-24,7.928494533789481,3.0738930205974153,12.783096046981546,10.324678097101136,8.144985667806575,12.504370526395698,19.92333577720484,16.251983842931786,23.594687711477896,1.3988353971853056,1.0510459100106848,1.7955698831786668,1.7955698831786668,1.0510459100106848,1.287150513966963,1.5105202804036482,Enterovirus
2021-01-25,7.332804060827151,0.22018875522140746,14.445419366432894,11.780343185240577,9.371237938041114,14.18944843244004,21.243943189563456,17.32695694006387,25.160929439063043,1.3549665276642378,1.032384806793931,1.7207332409898746,1.7207332409898746,1.032384806793931,1.2489523906671949,1.4609806646612806,Enterovirus
2021-01-26,6.737113587864822,0,15.019128403924157,13.42710505467324,10.792105233905646,16.062104875440834,22.969933119315645,18.656522160737225,27.283344077894064,1.308330008070752,1.0079612273068728,1.6472729966205621,1.6472729966205621,1.0079612273068728,1.2030862523391472,1.4135737638023569,Enterovirus
2021-01-27,6.141423114902492,0,16.042401490315296,15.330177256130979,12.478663475934002,18.181691036327955,24.889254368878838,20.104247884339607,29.67426085341807,1.2771212189240584,0.9939511987511187,1.595243799988915,1.595243799988915,0.9939511987511187,1.17045075950004,1.3837916783480768,Enterovirus
2021-01-28,5.545732641940162,0,12.944670432608685,17.427272146173305,14.241215683535085,20.613328608811525,26.27448026598549,21.10318201450738,31.445778517463598,1.2540435613809622,0.9849899163946155,1.5550927692806296,1.5550927692806296,0.9849899163946155,1.152701668437338,1.3553854543245865,Enterovirus
2021-01-29,4.9500421689778324,0,12.971806534390538,19.162890139997245,15.66292625433656,22.66285402565793,27.224278096903024,21.692424203690052,32.756131990115996,1.2224283457701848,0.9669368015619003,1.5074185413607692,1.5074185413607692,0.9669368015619003,1.129762965191881,1.3150937263484885,Enterovirus
2021-01-30,4.354351696015502,0,12.68180510402341,20.523990089581925,16.778205892708776,24.269774286455075,27.927772069522646,21.980417115086183,33.87512702395911,1.1814769759547752,0.9389196811389272,1.4514822893594062,1.4514822893594062,0.9389196811389272,1.0919666231339276,1.2709873287756228,Enterovirus
2021-01-31,3.758661223053173,0,13.36121195907249,22.261972006659985,18.138277955652843,26.385666057667127,28.586988911342175,22.12061906493343,35.05335875775092,1.1447454630858886,0.9128061936154842,1.4025459636018365,1.4025459636018365,0.9128061936154842,1.0525486440529852,1.236942282118792,Enterovirus
2021-02-01,48.6192991784503,36.825183525801656,60.41341483109894,24.148259564092957,19.57761026061614,28.718908867569773,29.379204721703708,22.46187452745657,36.29653491595085,1.1196330100721303,0.8954807238085112,1.3684454575632685,1.3684454575632685,0.8954807238085112,1.0273772280119011,1.2118887921323596,Enterovirus
2021-02-02,49.06766649552503,32.3400886523536,65.79524433869646,25.544158218223554,20.59496276939586,30.49335366705125,30.202083432985624,23.092157689259324,37.312009176711925,1.1052103758743028,0.8866549650863871,1.3474811694928062,1.3474811694928062,0.8866549650863871,1.0206439742842308,1.1897767774643748,Enterovirus
2021-02-03,49.51603381259976,32.15154661994919,66.88052100525033,26.58589065600624,21.275279851445546,31.89650146056693,30.786337884987773,23.679924478622397,37.89275129135315,1.0946707513143366,0.8807016315074558,1.3315581321865173,1.3315581321865173,0.8807016315074558,1.0227202321378033,1.1666212704908698,Enterovirus
2021-02-04,44.116688596636266,25.901534392424406,62.33184280084812,27.40967956439546,21.69789605427704,33.12146307451388,30.865607051566602,23.85398467037698,37.877229432756224,1.0787989287617148,0.8695502773662729,1.3102685016496496,1.3102685016496496,0.8695502773662729,1.0158543467336907,1.141743510789739,Enterovirus
2021-02-05,38.71734338067277,22.753681585726945,54.6810051756186,28.151747630345668,21.954141467725588,34.34935379296575,30.21925397409701,23.2804580432974,37.15804990489662,1.0511372246038246,0.8472719582761998,1.2766495996236766,1.2766495996236766,0.8472719582761998,0.9882298584312742,1.1140445907763752,Enterovirus
2021-02-06,33.31799816470927,14.206346815361115,52.42964951405743,28.96492311338058,22.330588908229593,35.59925731853156,29.047246750416154,22.098803645843223,35.99568985498908,1.0132685840811806,0.8149665709671959,1.232839968837769,1.232839968837769,0.8149665709671959,0.9451847658775665,1.0813524022847947,Enterovirus
2021-02-07,27.918652948745777,9.95312634452381,45.884179552967744,29.771693960281553,22.909472340435407,36.6339155801277,27.763081276942987,20.823850133968772,34.702312419917206,0.973273055978469,0.7796248552158166,1.1880784520513996,1.1880784520513996,0.7796248552158166,0.9006459968012729,1.0459001151556653,Enterovirus
2021-02-08,29.801223775320572,10.195140864937027,49.407306685704114,30.36277238888958,23.43729391816158,37.288250859617584,26.48502453334164,19.66912861607863,33.30092045060465,0.9393624493147195,0.7485596287558349,1.1514995283902276,1.1514995283902276,0.7485596287558349,0.8660115677841027,1.0127133308453362,Enterovirus
2021-02-09,31.68379460189537,5.7464516642145504,57.621137539576196,30.528870617045627,23.635934673439742,37.42180656065151,25.28956862978181,18.767007361141523,31.8121298984221,0.9154465132690108,0.7254197103436533,1.127245274874901,1.127245274874901,0.7254197103436533,0.843896138696873,0.9869968878411487,Enterovirus
2021-02-10,27.860589284307324,0,60.354342070786316,30.06070086259066,23.209324313536026,36.9120774116453,24.23634596399684,18.164755775466713,30.307936152526967,0.9005857288043636,0.7096192057503151,1.1139630780550718,1.1139630780550718,0.7096192057503151,0.8287708767795565,0.9724005808291707,Enterovirus
2021-02-11,24.037383966719275,0.13163352559394426,47.94313440784461,29.10734701785039,22.246542647353486,35.968151388347295,23.317673826641514,17.56785047637954,29.067497176903487,0.8931640195739032,0.6999535132732487,1.109565598078476,1.109565598078476,0.6999535132732487,0.817325151170824,0.9690028879769824,Enterovirus
2021-02-12,24.588044646377515,4.677874363306611,44.49821492944842,28.01280295778828,21.166130491341132,34.85947542423543,22.482873923104826,16.88887545303304,28.07687239317661,0.8910237038499823,0.6946976091256577,1.111410950821777,1.111410950821777,0.6946976091256577,0.8101876745477743,0.9718597331521903,Enterovirus
2021-02-13,25.13870532603576,7.779403170328582,42.49800748174293,26.860145874201937,20.121114442548045,33.59917730585583,21.75755132130393,16.366817997171527,27.14828464543633,0.8923849771158512,0.6924184394652326,1.1173321366535074,1.1173321366535074,0.6924184394652326,0.8071590995670084,0.977610854664694,Enterovirus
2021-02-14,22.889600138483964,8.690142663523453,37.089057613444474,25.732452958889,19.246316459700907,32.21858945807709,22.02655346133938,16.80730757706682,27.24579934561194,0.9082966763043918,0.7029221983766352,1.139591743060219,1.139591743060219,0.7029221983766352,0.8182110510519542,0.9983823015568294,Enterovirus
2021-02-15,20.640494950932172,4.000039168946373,37.28095073291797,24.712801403647074,18.640657637816858,30.78494516947729,23.447591434605712,18.20450867594006,28.690674193271366,0.9514389631215553,0.7377566503145332,1.1918840892823992,1.1918840892823992,0.7377566503145332,0.8544390203702814,1.0484389058728292,Enterovirus
2021-02-16,26.1747694516135,5.025864432369275,47.323674470857725,23.814806291745175,18.05597001120592,29.57364257228443,24.887250534481094,19.450372504796615,30.324128564165573,1.0137265613567692,0.7908469692765854,1.2638547187995661,1.2638547187995661,0.7908469692765854,0.9086985498507527,1.1187545728627857,Enterovirus
2021-02-17,31.709043952294827,17.257896231989054,46.160191672600604,22.98877797786781,17.3964581843975,28.58109777133812,26.213607501917675,20.50278304453912,31.92443195929623,1.0707071306204563,0.841588288015032,1.3269921403993423,1.3269921403993423,0.841588288015032,0.9604436101534541,1.1809706510874585,Enterovirus
2021-02-18,31.104716384417085,14.649659069871241,47.55977369896293,22.222836560935928,16.857164672856563,27.588508449015293,28.09165113763261,22.06294872435318,34.120353550912036,1.1117435494565415,0.8804975712871674,1.3695450746552797,1.3695450746552797,0.8804975712871674,1.0010474559134819,1.2224396429996012,Enterovirus
2021-02-19,30.50038881653934,16.7953697724583,44.205407860620376,22.365402794847057,17.201911539234782,27.528894050459332,30.53820614136561,24.10958925202078,36.966823030710444,1.1481101718839308,0.9169201924868614,1.4049002122341065,1.4049002122341065,0.9169201924868614,1.0401112317641907,1.256109112003671,Enterovirus
2021-02-20,21.448446237419795,7.476142725667112,35.42074974917248,23.571674122750697,18.425594764172992,28.7177534813284,33.47873685734899,26.519193463561425,40.43828025113656,1.1878694210419611,0.9577659465196975,1.442372893195162,1.442372893195162,0.9577659465196975,1.081846695280783,1.2938921468031392,Enterovirus
2021-02-21,12.396503658300254,0.29632627304344794,24.49668104355706,24.789935677445687,19.501280603843554,30.07859075104782,36.75286214880413,29.112343495039514,44.39338080256874,1.2235410902539052,0.9963915226871611,1.4736656266916586,1.4736656266916586,0.9963915226871611,1.116926861440784,1.3301553190670266,Enterovirus
2021-02-22,11.989090564201165,0,26.694943235659238,25.968372861387746,20.44657554779042,31.49017017498507,38.93475051822487,30.816625317381877,47.052875719067856,1.2340024224948745,1.0134425999774732,1.4759532537583553,1.4759532537583553,1.0134425999774732,1.1283802648389725,1.3396245801507765,Enterovirus
2021-02-23,11.581677470102079,0,31.910891542294085,27.714342746006665,21.901031264763592,33.527654227249734,39.985789505490565,31.565405720015285,48.406173290965846,1.212304168481999,1.0015024593128472,1.442939738909889,1.442939738909889,1.0015024593128472,1.1093246058308492,1.315283731133149,Enterovirus
2021-02-24,11.563887379141185,0,31.9902233081055,29.96488796756245,23.780295797633265,36.149480137491636,41.885187223712826,32.81017089182019,50.96020355560546,1.1808571599659885,0.9797217786549908,1.4004919113361773,1.4004919113361773,0.9797217786549908,1.0740118056456947,1.2877025142862824,Enterovirus
2021-02-25,11.546097288180292,0,28.845390661146595,32.65705116231513,25.985909351430465,39.32819297319979,44.39529956349992,34.59596783419024,54.194631292809596,1.1628893336112422,0.9689425185154484,1.3742668784850378,1.3742668784850378,0.9689425185154484,1.051488207681742,1.2742904595407425,Enterovirus
2021-02-26,13.849744332862965,0,29.434934656227448,35.727874966524695,28.42288284712025,43.03286708592914,46.30208186215529,35.97043909819644,56.633724626114144,1.158088356898637,0.9693873157194737,1.3633218862655976,1.3633218862655976,0.9693873157194737,1.050334208415737,1.2658425053815372,Enterovirus
2021-02-27,16.153391377545635,0,33.322695770121065,37.89995945841855,30.124705393723527,45.67521352311357,48.14466892843351,37.03219684676391,59.25714101010311,1.1524251821113585,0.9687385858146568,1.351822323532824,1.351822323532824,0.9687385858146568,1.0497393187925954,1.2551110454301215,Enterovirus
2021-02-28,23.391908192837523,4.887128723079254,41.896687662595795,39.112502405987634,31.02137657244071,47.20362823953456,50.50051668071076,38.49526361822691,62.50576974319461,1.1449435731500643,0.9661657666844681,1.3386730038295775,1.3386730038295775,0.9661657666844681,1.0450563422870398,1.2448308040130889,Enterovirus
2021-03-01,30.63042500812941,5.8518996490271,55.408950367231725,41.12744298013722,32.41031353705803,49.844572423216405,53.22280438587573,40.68935037026333,65.75625840148814,1.1442377400513917,0.9695144692602395,1.3332229857850448,1.3332229857850448,0.9695144692602395,1.050600361945227,1.2378751181575562,Enterovirus
2021-03-02,87.41575722041665,55.59891097294596,119.23260346788734,43.62990362342414,34.22229524643934,53.037512000408945,55.79717097520006,42.96908783854721,68.62525411185291,1.14704247784221,0.975968580509838,1.331727940169592,1.331727940169592,0.975968580509838,1.0625446512628753,1.2315403044215445,Enterovirus
2021-03-03,144.20108943270387,109.32806447964143,179.0741143857663,45.515188420252336,35.59200504382878,55.438371796675895,57.695431799437955,44.56834518003534,70.82251841884057,1.1430365212092286,0.9761296923693891,1.3229223907131726,1.3229223907131726,0.9761296923693891,1.0617282795693683,1.2243447628490889,Enterovirus
2021-03-04,89.00916977675683,59.883106043347404,118.13523351016627,47.36050900429778,36.69761614822858,58.02340186036698,58.48009026686571,44.83089164845119,72.12928888528023,1.125236025166339,0.963359330489053,1.299499296477193,1.299499296477193,0.963359330489053,1.0385695064438791,1.2119025438887987,Enterovirus
2021-03-05,33.81725012080979,6.9580206828030775,60.676479558816496,49.66097078842508,38.14450163793411,61.17743993891605,58.64147818301906,44.306219318101924,72.9767370479362,1.0972978303140768,0.9406792617901041,1.2657990302076056,1.2657990302076056,0.9406792617901041,1.0058528731946388,1.1887427874335148,Enterovirus
